unigram,gatsby,alice,austen
vestibule,1.0,0.0,5.0
folding,1.0,1.0,0.0
backs,1.0,1.0,0.0
buildings,1.0,0.0,0.0
trolley,1.0,0.0,0.0
curved,1.0,0.0,0.0
vanishing,1.0,1.0,0.0
snatch,1.0,2.0,0.0
freshest,1.0,0.0,0.0
flavour,1.0,1.0,0.0
former,1.0,0.0,38.0
leaves'll,1.0,0.0,0.0
pipes,1.0,0.0,0.0
apologetically,1.0,0.0,0.0
decent,1.0,0.0,3.0
daisy'll,1.0,0.0,0.0
corroborate,1.0,0.0,0.0
disapproved,1.0,0.0,0.0
cahoots,1.0,0.0,0.0
rag,1.0,0.0,0.0
ancestral,1.0,0.0,0.0
corruptionand,1.0,0.0,0.0
concealing,1.0,0.0,1.0
incorruptible,1.0,0.0,0.0
thanked,1,1,7
thanking,1.0,0.0,4.0
quotations,1.0,0.0,0.0
stock,1.0,0.0,0.0
swivel,1.0,0.0,0.0
uncertainty,1.0,0.0,1.0
hotels,1.0,0.0,1.0
clubs,1.0,1.0,0.0
divot,1.0,0.0,0.0
links,1.0,0.0,0.0
sailing,1.0,0.0,0.0
hempstead,1.0,0.0,0.0
tactful,1.0,0.0,0.0
rigid,1.0,0.0,0.0
howeveri,1.0,0.0,0.0
noi,1.0,0.0,0.0
click,1.0,0.0,0.0
exasperated,1.0,0.0,0.0
spots,1.0,0.0,2.0
garrulous,1.0,0.0,0.0
achievement,1.0,0.0,0.0
locating,1.0,0.0,0.0
unable,1,1,14
ambulance,1.0,0.0,0.0
intolerable,1.0,0.0,3.0
lapped,1.0,0.0,0.0
rocked,1.0,0.0,0.0
irresistibly,1.0,0.0,0.0
pot,1.0,1.0,0.0
changedhe,1.0,0.0,0.0
blurted,1.0,0.0,0.0
bruised,1.0,0.0,0.0
flinched,1.0,0.0,0.0
clumsy,1.0,0.0,0.0
distract,1.0,0.0,0.0
beetles,1.0,0.0,0.0
thudding,1.0,0.0,0.0
tearing,1.0,0.0,0.0
stained,1.0,0.0,0.0
officehe,1.0,0.0,0.0
morningand,1.0,0.0,0.0
priest,1.0,0.0,0.0
rockingfor,1.0,0.0,0.0
bewildered,1.0,0.0,1.0
drawerthat,1.0,0.0,0.0
nearest,1.0,0.0,5.0
expensive,1.0,0.0,0.0
braided,1.0,0.0,0.0
yesterday,1,3,13
tissue,1.0,0.0,0.0
odd,1,1,5
conceivably,1.0,0.0,0.0
whisperhis,1.0,0.0,0.0
comforter,1.0,0.0,0.0
strain,1.0,0.0,0.0
murdered,1.0,0.0,0.0
widened,1.0,0.0,0.0
hm,1.0,1.0,0.0
trusting,1.0,0.0,2.0
forlorn,1.0,0.0,1.0
hopehe,1.0,0.0,0.0
quickening,1.0,0.0,0.0
shapes,1.0,0.0,0.0
scurried,1.0,0.0,0.0
windowwith,1.0,0.0,0.0
dissolving,1.0,0.0,0.0
pane,1.0,0.0,0.0
grateful,1.0,0.0,13.0
watchers,1.0,0.0,0.0
movementshe,1.0,0.0,0.0
timewere,1.0,0.0,0.0
traced,1.0,0.0,2.0
sandwich,1.0,0.0,0.0
cup,1,2,1
thus,1.0,0.0,28.0
timethere,1.0,0.0,0.0
motorists,1.0,0.0,0.0
strength,1,1,6
thereabout,1.0,0.0,0.0
inquiring,1.0,0.0,5.0
bathing,1,1,2
phoned,1.0,0.0,0.0
pneumatic,1.0,0.0,0.0
instructions,1.0,0.0,3.0
circumstancesand,1.0,0.0,0.0
repair,1.0,0.0,0.0
shouldered,1.0,0.0,0.0
yellowing,1.0,0.0,0.0
o'clockuntil,1.0,0.0,0.0
price,1.0,0.0,2.0
created,1.0,0.0,5.0
fortuitously,1.0,0.0,0.0
gliding,1.0,0.0,0.0
amorphous,1.0,0.0,0.0
chauffeurhe,1.0,0.0,0.0
protgsheard,1.0,0.0,0.0
shotsafterwards,1.0,0.0,0.0
rushing,1.0,0.0,0.0
barely,1.0,0.0,1.0
ripples,1.0,0.0,0.0
irregularly,1.0,0.0,0.0
disturb,1.0,0.0,1.0
cluster,1.0,0.0,1.0
revolved,1.0,0.0,0.0
tracing,1.0,0.0,0.0
transit,1.0,0.0,0.0
holocaust,1.0,0.0,0.0
ix,1,1,1
endless,1.0,0.0,2.0
drill,1.0,0.0,0.0
rope,1.0,0.0,0.0
mouthed,1.0,0.0,0.0
positive,1.0,0.0,3.0
detective,1.0,0.0,0.0
adventitious,1.0,0.0,0.0
authority,1,2,9
nightmaregrotesque,1.0,0.0,0.0
circumstantial,1.0,0.0,0.0
tale,1.0,4.0,0.0
pasquinadebut,1.0,0.0,0.0
showed,1.0,0.0,8.0
toolooked,1.0,0.0,0.0
coroner,1.0,0.0,0.0
brow,1.0,0.0,1.0
mischief,1,1,3
reduced,1,1,4
remain,1,1,10
unessential,1.0,0.0,0.0
catastrophe,1.0,0.0,0.0
surmise,1.0,0.0,2.0
referred,1.0,0.0,1.0
breathe,1.0,3.0,0.0
responsible,1.0,0.0,0.0
interestedinterested,1.0,0.0,0.0
baggage,1.0,0.0,0.0
rung,1.0,0.0,0.0
visitors,1.0,0.0,14.0
official,1.0,0.0,0.0
sheet,1.0,0.0,3.0
unlocked,1.0,0.0,0.0
parts,1,1,6
deskhe'd,1.0,0.0,0.0
nothingonly,1.0,0.0,0.0
token,1.0,0.0,1.0
superfluous,1.0,0.0,0.0
noonbut,1.0,0.0,0.0
defiance,1.0,0.0,3.0
solidarity,1.0,0.0,0.0
shocks,1.0,0.0,0.0
tied,1.0,1.0,0.0
truly,1.0,0.0,7.0
addenda,1.0,0.0,0.0
slagle,1.0,0.0,0.0
d'you,1.0,0.0,0.0
hey,1.0,0.0,0.0
hick,1.0,0.0,0.0
herethis,1.0,0.0,0.0
exclamation,1,1,2
squawk,1.0,0.0,0.0
telegram,1.0,0.0,0.0
signed,1.0,2.0,0.0
c,1.0,0.0,0.0
sender,1.0,0.0,0.0
postpone,1.0,0.0,0.0
bundled,1.0,0.0,0.0
ulster,1.0,0.0,0.0
leaked,1.0,0.0,0.0
continuously,1.0,0.0,0.0
umbrella,1.0,0.0,0.0
sparse,1.0,0.0,0.0
reluctantly,1.0,0.0,0.0
unpunctual,1.0,0.0,0.0
height,1,5,3
vest,1.0,0.0,0.0
arrangements,1.0,0.0,1.0
impressively,1.0,0.0,0.0
build,1.0,0.0,1.0
embroidered,1.0,0.0,0.0
coverlet,1.0,0.0,0.0
stifflywas,1.0,0.0,0.0
sightseeing,1.0,0.0,0.0
isthe,1.0,1.0,0.0
staying,1.0,0.0,10.0
greenwich,1.0,0.0,0.0
picnic,1.0,0.0,0.0
ejaculated,1.0,0.0,0.0
unrestrained,1.0,0.0,1.0
huh,1.0,0.0,0.0
f,1.0,0.0,5.0
gatsbyone,1.0,0.0,0.0
implied,1.0,0.0,1.0
deserved,1,1,7
sneer,1.0,0.0,1.0
bitterly,1.0,0.0,2.0
marked,1,6,14
swastika,1.0,0.0,0.0
vain,1.0,0.0,20.0
partition,1.0,0.0,0.0
jewess,1.0,0.0,0.0
rosary,1.0,0.0,0.0
tunelessly,1.0,0.0,0.0
unmistakably,1.0,0.0,0.0
stella,1.0,0.0,0.0
slide,1.0,0.0,0.0
scolded,1,1,1
sickantired,1.0,0.0,0.0
justwhat,1.0,0.0,0.0
remarking,1.0,3.0,0.0
reverent,1.0,0.0,0.0
medals,1.0,0.0,0.0
winebrenner,1.0,0.0,0.0
poolroom,1.0,0.0,0.0
job,1.0,0.0,0.0
gutter,1.0,0.0,0.0
appearing,1,1,6
gentlemanly,1.0,0.0,0.0
client,1.0,0.0,0.0
albany,1.0,0.0,0.0
everythinghe,1.0,0.0,0.0
bulbous,1.0,0.0,0.0
fingersalways,1.0,0.0,0.0
partnership,1.0,0.0,0.0
transaction,1.0,0.0,0.0
quivered,1.0,0.0,0.0
differentif,1.0,0.0,0.0
itto,1.0,0.0,0.0
bitter,1.0,0.0,2.0
suggest,1.0,0.0,2.0
friendship,1.0,0.0,9.0
shown,1.0,0.0,6.0
lately,1,1,12
success,1.0,0.0,19.0
generous,1.0,0.0,12.0
lingeringly,1.0,0.0,0.0
hopalong,1.0,0.0,0.0
cassidy,1.0,0.0,0.0
cover,1.0,0.0,1.0
flyleaf,1.0,0.0,0.0
date,1.0,0.0,2.0
12,1.0,0.0,0.0
1906,1.0,0.0,0.0
dumbell,1.0,0.0,0.0
scaling,1.0,0.0,0.0
615,1.0,0.0,0.0
630,1.0,0.0,0.0
electricity,1.0,0.0,0.0
715,1.0,0.0,0.0
815,1.0,0.0,0.0
830,1.0,0.0,0.0
pm,1.0,0.0,0.0
baseball,1.0,0.0,0.0
practise,1.0,0.0,1.0
elocution,1.0,0.0,0.0
poise,1.0,0.0,0.0
700,1.0,0.0,0.0
900,1.0,0.0,0.0
shafters,1.0,0.0,0.0
indecipherable,1.0,0.0,0.0
smokeing,1.0,0.0,0.0
chewing,1.0,0.0,0.0
300,1.0,0.0,0.0
et,1.0,0.0,0.0
hog,1.0,0.0,0.0
item,1.0,0.0,0.0
blink,1.0,0.0,0.0
gatefirst,1.0,0.0,0.0
postman,1.0,0.0,0.0
splashing,1.0,2.0,0.0
marvelling,1.0,0.0,0.0
protecting,1.0,0.0,0.0
resentment,1.0,0.0,17.0
falls,1.0,0.0,2.0
amen,1.0,0.0,0.0
straggled,1.0,0.0,0.0
gather,1.0,1.0,0.0
union,1.0,0.0,3.0
december,1.0,0.0,0.0
gaieties,1.0,0.0,2.0
bid,1.0,0.0,1.0
coats,1.0,0.0,1.0
frozen,1.0,0.0,0.0
matchings,1.0,0.0,0.0
invitations,1.0,0.0,1.0
ordways,1.0,0.0,0.0
herseys,1.0,0.0,0.0
schultzes,1.0,0.0,0.0
tickets,1.0,0.0,3.0
clasped,1.0,1.0,0.0
gloved,1.0,0.0,0.0
murky,1.0,0.0,0.0
milwaukee,1.0,0.0,0.0
paul,1.0,0.0,0.0
tracks,1.0,0.0,0.0
wisconsin,1.0,0.0,0.0
stations,1.0,0.0,0.0
brace,1.0,0.0,0.0
breaths,1.0,0.0,0.0
vestibules,1.0,0.0,0.0
unutterably,1.0,0.0,0.0
identity,1.0,0.0,0.0
indistinguishably,1.0,0.0,0.0
westnot,1.0,0.0,0.0
prairies,1.0,0.0,0.0
swede,1.0,0.0,0.0
lamps,1.0,1.0,0.0
sleigh,1.0,0.0,0.0
frosty,1.0,0.0,0.0
holly,1.0,0.0,0.0
wreaths,1.0,0.0,0.0
winters,1.0,0.0,0.0
complacent,1.0,0.0,0.0
dwellings,1.0,0.0,0.0
decades,1.0,0.0,0.0
alltom,1.0,0.0,0.0
westerners,1.0,0.0,0.0
deficiency,1.0,0.0,2.0
subtly,1.0,0.0,0.0
unadaptable,1.0,0.0,0.0
superiority,1.0,0.0,1.0
sprawling,1.0,1.0,0.0
ohio,1.0,0.0,0.0
inquisitions,1.0,0.0,0.0
spared,1.0,0.0,9.0
oldeven,1.0,0.0,0.0
distortion,1.0,0.0,0.0
especially,1.0,0.0,22.0
el,1.0,0.0,0.0
greco,1.0,0.0,0.0
conventional,1.0,0.0,0.0
crouching,1.0,0.0,0.0
sullen,1.0,0.0,0.0
overhanging,1.0,0.0,0.0
lustreless,1.0,0.0,0.0
foreground,1.0,0.0,0.0
stretcher,1.0,0.0,0.0
lies,1.0,0.0,1.0
drunken,1.0,0.0,0.0
dangles,1.0,0.0,0.0
sparkles,1.0,0.0,0.0
housethe,1.0,0.0,0.0
cares,1,2,2
brittle,1.0,0.0,1.0
laundry,1.0,0.0,0.0
awkward,1.0,0.0,10.0
obliging,1.0,0.0,5.0
illustration,1.0,0.0,1.0
tint,1.0,0.0,0.0
fingerless,1.0,0.0,0.0
glove,1.0,0.0,1.0
doubted,1.0,0.0,8.0
experience,1.0,0.0,2.0
dizzy,1.0,0.0,0.0
remembershe,1.0,0.0,0.0
addeda,1.0,0.0,0.0
whynot,1.0,0.0,0.0
straightforward,1.0,0.0,0.0
tremendously,1.0,0.0,0.0
aggressive,1.0,0.0,0.0
interference,1.0,0.0,13.0
adapting,1.0,0.0,0.0
grabbed,1.0,0.0,0.0
kill,1,1,1
revolver,1.0,0.0,0.0
defiantly,1.0,0.0,0.0
sufferinglook,1.0,0.0,0.0
biscuits,1.0,0.0,0.0
sideboard,1.0,0.0,1.0
forgive,1.0,0.0,10.0
justified,1.0,0.0,5.0
daisythey,1.0,0.0,0.0
creatures,1,10,3
retreated,1.0,0.0,1.0
carelessness,1.0,0.0,2.0
mess,1.0,0.0,1.0
pearl,1.0,0.0,0.0
necklaceor,1.0,0.0,0.0
buttonsrid,1.0,0.0,0.0
squeamishness,1.0,0.0,0.0
leftthe,1.0,0.0,0.0
drivers,1.0,0.0,0.0
fare,1.0,0.0,2.0
entrance,1,1,14
dazzling,1.0,0.0,1.0
vividly,1.0,0.0,0.0
investigate,1.0,0.0,0.0
trunk,1.0,0.0,1.0
packed,1.0,0.0,1.0
failure,1,1,1
scrawled,1.0,0.0,0.0
clearly,1,1,3
erased,1.0,0.0,0.0
raspingly,1.0,0.0,0.0
stone,1.0,0.0,2.0
sprawled,1.0,0.0,0.0
shadowy,1.0,0.0,0.0
ferryboat,1.0,0.0,0.0
inessential,1.0,0.0,0.0
melt,1.0,0.0,0.0
dutch,1.0,0.0,0.0
sailors,1.0,0.0,0.0
eyesa,1.0,0.0,0.0
pandered,1.0,0.0,0.0
greatest,1.0,0.0,21.0
transitory,1.0,0.0,0.0
aesthetic,1.0,0.0,0.0
contemplation,1.0,0.0,4.0
commensurate,1.0,0.0,0.0
brooding,1.0,0.0,0.0
fail,1.0,0.0,6.0
grasp,1.0,0.0,1.0
obscurity,1.0,0.0,0.0
republic,1.0,0.0,0.0
orgastic,1.0,0.0,0.0
recedes,1.0,0.0,0.0
mattertomorrow,1.0,0.0,0.0
boats,1.0,0.0,0.0
current,1.0,0.0,0.0
borne,1.0,0.0,5.0
alice,0.0,396.0,0.0
queen,0.0,75.0,0.0
turtle,0.0,58.0,0.0
hatter,0.0,56.0,0.0
mock,0.0,56.0,0.0
gryphon,0.0,55.0,0.0
rabbit,0.0,50.0,0.0
duchess,0.0,42.0,1.0
mouse,0.0,40.0,0.0
dormouse,0.0,40.0,0.0
hare,0.0,31.0,0.0
replied,0.0,29.0,98.0
caterpillar,0.0,28.0,0.0
jury,0.0,22.0,0.0
soup,0.0,18.0,2.0
court,0.0,18.0,4.0
indeed,0.0,16.0,96.0
footman,0.0,14.0,1.0
cats,0.0,13.0,0.0
dodo,0.0,13.0,0.0
cook,0.0,13.0,1.0
dinah,0.0,12.0,0.0
queer,0.0,12.0,0.0
pigeon,0.0,12.0,0.0
majesty,0.0,12.0,0.0
lessons,0.0,10.0,0.0
gloves,0.0,10.0,0.0
fan,0.0,10.0,0.0
trial,0.0,10.0,2.0
croquet,0.0,9.0,0.0
tail,0.0,9.0,0.0
angrily,0.0,9.0,1.0
timidly,0.0,9.0,0.0
serpent,0.0,9.0,0.0
butter,0.0,9.0,0.0
knave,0.0,9.0,0.0
william,0.0,8.0,45.0
mushroom,0.0,8.0,0.0
hearts,0.0,8.0,0.0
gardeners,0.0,8.0,0.0
whiting,0.0,8.0,0.0
manage,0.0,7.0,3.0
larger,0.0,7.0,6.0
fetch,0.0,7.0,3.0
lory,0.0,7.0,0.0
wood,0.0,7.0,5.0
puppy,0.0,7.0,0.0
cheshire,0.0,7.0,0.0
bread,0.0,7.0,0.0
treacle,0.0,7.0,0.0
hedgehog,0.0,7.0,0.0
lobster,0.0,7.0,0.0
lobsters,0.0,7.0,0.0
soooop,0.0,7.0,0.0
tarts,0.0,7.0,0.0
slates,0.0,7.0,0.0
evidence,0.0,7.0,0.0
roof,0.0,6.0,0.0
inches,0.0,6.0,1.0
sha,0.0,6.0,3.0
grin,0.0,6.0,0.0
executed,0.0,6.0,1.0
lizard,0.0,6.0,0.0
guinea,0.0,6.0,1.0
sneezing,0.0,6.0,0.0
wow,0.0,6.0,0.0
dreadfully,0.0,6.0,2.0
executioner,0.0,6.0,0.0
sleepy,0.0,5.0,0.0
sadly,0.0,5.0,2.0
fancy,0.0,5.0,19.0
kid,0.0,5.0,0.0
usual,0.0,5.0,34.0
prizes,0.0,5.0,1.0
dare,0.0,5.0,38.0
finish,0.0,5.0,4.0
sighed,0.0,5.0,1.0
swim,0.0,5.0,0.0
chimney,0.0,5.0,1.0
shriek,0.0,5.0,0.0
hookah,0.0,5.0,0.0
flamingo,0.0,5.0,0.0
tis,0.0,5.0,3.0
adventures,0.0,5.0,0.0
hole,0.0,4.0,0.0
fear,0.0,4.0,23.0
bats,0.0,4.0,0.0
passage,0.0,4.0,2.0
alas,0.0,4.0,2.0
taught,0.0,4.0,8.0
deeply,0.0,4.0,5.0
severely,0.0,4.0,0.0
mabel,0.0,4.0,0.0
puzzling,0.0,4.0,0.0
capital,0.0,4.0,4.0
shrinking,0.0,4.0,0.0
escape,0.0,4.0,10.0
digging,0.0,4.0,0.0
paws,0.0,4.0,0.0
animals,0.0,4.0,0.0
uncomfortable,0.0,4.0,8.0
thimble,0.0,4.0,0.0
bowed,0.0,4.0,3.0
judge,0.0,4.0,12.0
mary,0.0,4.0,39.0
ann,0.0,4.0,0.0
yer,0.0,4.0,0.0
hearing,0.0,4.0,24.0
stick,0.0,4.0,0.0
decidedly,0.0,4.0,4.0
thoughtfully,0.0,4.0,0.0
screamed,0.0,4.0,0.0
busily,0.0,4.0,3.0
verse,0.0,4.0,0.0
creature,0.0,4.0,14.0
grunted,0.0,4.0,0.0
crumbs,0.0,4.0,0.0
twinkling,0.0,4.0,0.0
sigh,0.0,4.0,2.0
arches,0.0,4.0,0.0
players,0.0,4.0,2.0
quadrille,0.0,4.0,4.0
porpoise,0.0,4.0,0.0
beauootiful,0.0,4.0,0.0
jurors,0.0,4.0,0.0
jurymen,0.0,4.0,0.0
verses,0.0,4.0,1.0
peeped,0.0,3.0,0.0
considering,0.0,3.0,13.0
mice,0.0,3.0,0.0
whiskers,0.0,3.0,0.0
hanging,0.0,3.0,1.0
telescope,0.0,3.0,0.0
poison,0.0,3.0,0.0
knife,0.0,3.0,0.0
candle,0.0,3.0,0.0
fond,0.0,3.0,16.0
expecting,0.0,3.0,5.0
dears,0.0,3.0,0.0
directions,0.0,3.0,7.0
pattering,0.0,3.0,0.0
timid,0.0,3.0,0.0
doth,0.0,3.0,0.0
hoarse,0.0,3.0,0.0
lesson,0.0,3.0,2.0
eaglet,0.0,3.0,0.0
caucus,0.0,3.0,0.0
sulky,0.0,3.0,0.0
allow,0.0,3.0,31.0
frog,0.0,3.0,0.0
crown,0.0,3.0,1.0
cheered,0.0,3.0,0.0
sighing,0.0,3.0,0.0
fury,0.0,3.0,0.0
attending,0.0,3.0,9.0
pleaded,0.0,3.0,1.0
easily,0.0,3.0,27.0
crab,0.0,3.0,0.0
venture,0.0,3.0,5.0
kick,0.0,3.0,0.0
paw,0.0,3.0,0.0
folded,0.0,3.0,1.0
confusing,0.0,3.0,0.0
pray,0.0,3.0,26.0
succeeded,0.0,3.0,7.0
serpents,0.0,3.0,0.0
tasted,0.0,3.0,0.0
nibbling,0.0,3.0,0.0
livery,0.0,3.0,2.0
loudly,0.0,3.0,2.0
howling,0.0,3.0,0.0
repeating,0.0,3.0,6.0
nursing,0.0,3.0,1.0
grinned,0.0,3.0,0.0
growl,0.0,3.0,0.0
proper,0.0,3.0,21.0
sobbing,0.0,3.0,0.0
upset,0.0,3.0,0.0
beheaded,0.0,3.0,0.0
checked,0.0,3.0,5.0
cards,0.0,3.0,7.0
unfortunate,0.0,3.0,6.0
hedgehogs,0.0,3.0,0.0
tucked,0.0,3.0,0.0
turns,0.0,3.0,2.0
anxious,0.0,3.0,26.0
mustard,0.0,3.0,0.0
tortoise,0.0,3.0,0.0
toes,0.0,3.0,0.0
mark,0.0,3.0,4.0
snail,0.0,3.0,0.0
tails,0.0,3.0,0.0
mouths,0.0,3.0,2.0
panther,0.0,3.0,0.0
pie,0.0,3.0,0.0
eeevening,0.0,3.0,0.0
trumpet,0.0,3.0,0.0
slate,0.0,3.0,0.0
verdict,0.0,3.0,0.0
teacup,0.0,3.0,0.0
bank,0.0,2.0,0.0
conversations,0.0,2.0,1.0
afterwards,0.0,2.0,32.0
waistcoat,0.0,2.0,0.0
cupboards,0.0,2.0,0.0
jar,0.0,2.0,0.0
tumbling,0.0,2.0,0.0
learnt,0.0,2.0,14.0
showing,0.0,2.0,4.0
latitude,0.0,2.0,0.0
longitude,0.0,2.0,0.0
dinah'll,0.0,2.0,0.0
thump,0.0,2.0,0.0
legged,0.0,2.0,0.0
locks,0.0,2.0,0.0
longed,0.0,2.0,9.0
fountains,0.0,2.0,0.0
label,0.0,2.0,0.0
beautifully,0.0,2.0,0.0
beasts,0.0,2.0,0.0
taste,0.0,2.0,14.0
                    ,0.0,2.0,0.0
brightened,0.0,2.0,1.0
curiouser,0.0,2.0,0.0
bye,0.0,2.0,5.0
sending,0.0,2.0,1.0
presents,0.0,2.0,3.0
ringlets,0.0,2.0,0.0
andoh,0.0,2.0,0.0
isoh,0.0,2.0,0.0
paris,0.0,2.0,0.0
neatly,0.0,2.0,0.0
claws,0.0,2.0,0.0
jaws,0.0,2.0,0.0
narrow,0.0,2.0,2.0
declare,0.0,2.0,8.0
railway,0.0,2.0,0.0
conclusion,0.0,2.0,8.0
wink,0.0,2.0,2.0
conqueror,0.0,2.0,0.0
ma,0.0,2.0,0.0
animal,0.0,2.0,1.0
feelings,0.0,2.0,88.0
purring,0.0,2.0,0.0
nicely,0.0,2.0,1.0
themand,0.0,2.0,0.0
useful,0.0,2.0,6.0
sorrowful,0.0,2.0,0.0
assembled,0.0,2.0,6.0
edwin,0.0,2.0,0.0
morcar,0.0,2.0,0.0
earls,0.0,2.0,0.0
mercia,0.0,2.0,0.0
northumbria,0.0,2.0,0.0
ugh,0.0,2.0,0.0
proceed,0.0,2.0,5.0
archbishop,0.0,2.0,1.0
advisable,0.0,2.0,6.0
won,0.0,2.0,4.0
comfits,0.0,2.0,0.0
caused,0.0,2.0,1.0
law,0.0,2.0,17.0
humbly,0.0,2.0,0.0
knot,0.0,2.0,0.0
ferrets,0.0,2.0,0.0
messages,0.0,2.0,1.0
ordering,0.0,2.0,0.0
curled,0.0,2.0,0.0
fancied,0.0,2.0,7.0
crash,0.0,2.0,0.0
cucumber,0.0,2.0,1.0
pat,0.0,2.0,0.0
apples,0.0,2.0,0.0
goose,0.0,2.0,0.0
feeble,0.0,2.0,0.0
squeaking,0.0,2.0,0.0
barrowful,0.0,2.0,0.0
rattling,0.0,2.0,0.0
excellent,0.0,2.0,20.0
smallest,0.0,2.0,11.0
bark,0.0,2.0,0.0
stretching,0.0,2.0,1.0
coaxing,0.0,2.0,0.0
thistle,0.0,2.0,0.0
tiptoe,0.0,2.0,0.0
encouraging,0.0,2.0,4.0
anger,0.0,2.0,13.0
unfolded,0.0,2.0,5.0
somersault,0.0,2.0,0.0
weak,0.0,2.0,7.0
eel,0.0,2.0,0.0
wretched,0.0,2.0,10.0
patiently,0.0,2.0,0.0
chose,0.0,2.0,16.0
taller,0.0,2.0,1.0
shorter,0.0,2.0,1.0
nibbled,0.0,2.0,0.0
lefthand,0.0,2.0,0.0
distant,0.0,2.0,5.0
roots,0.0,2.0,0.0
branches,0.0,2.0,0.0
secondly,0.0,2.0,3.0
dreadful,0.0,2.0,11.0
cauldron,0.0,2.0,0.0
sneeze,0.0,2.0,0.0
plates,0.0,2.0,0.0
dishes,0.0,2.0,1.0
sneezes,0.0,2.0,0.0
twist,0.0,2.0,0.0
extremely,0.0,2.0,14.0
ugly,0.0,2.0,2.0
explanation,0.0,2.0,8.0
appear,0.0,2.0,30.0
raving,0.0,2.0,0.0
giddy,0.0,2.0,0.0
ending,0.0,2.0,0.0
using,0.0,2.0,1.0
cushion,0.0,2.0,0.0
meekly,0.0,2.0,0.0
spoon,0.0,2.0,0.0
concert,0.0,2.0,0.0
pinch,0.0,2.0,0.0
yawning,0.0,2.0,1.0
pinched,0.0,2.0,0.0
learning,0.0,2.0,1.0
interrupting,0.0,2.0,2.0
courtiers,0.0,2.0,0.0
ornamented,0.0,2.0,0.0
royal,0.0,2.0,0.0
mostly,0.0,2.0,1.0
doubtful,0.0,2.0,2.0
execution,0.0,2.0,4.0
scream,0.0,2.0,0.0
flamingoes,0.0,2.0,0.0
quarrelling,0.0,2.0,3.0
stamping,0.0,2.0,0.0
shouting,0.0,2.0,0.0
collected,0.0,2.0,3.0
tempered,0.0,2.0,5.0
experiment,0.0,2.0,0.0
agree,0.0,2.0,6.0
custody,0.0,2.0,1.0
executions,0.0,2.0,0.0
sorrow,0.0,2.0,4.0
uglification,0.0,2.0,0.0
drawling,0.0,2.0,0.0
recovered,0.0,2.0,6.0
delightful,0.0,2.0,19.0
turtles,0.0,2.0,0.0
treading,0.0,2.0,0.0
dinn,0.0,2.0,0.0
thoughts,0.0,2.0,26.0
editions,0.0,2.0,0.0
tones,0.0,2.0,1.0
persisted,0.0,2.0,2.0
stole,0.0,2.0,1.0
scroll,0.0,2.0,0.0
parchment,0.0,2.0,0.0
wig,0.0,2.0,0.0
blasts,0.0,2.0,0.0
singers,0.0,2.0,0.0
deny,0.0,2.0,8.0
examine,0.0,2.0,2.0
undertone,0.0,2.0,0.0
goldfish,0.0,2.0,0.0
prisoner,0.0,2.0,0.0
directed,0.0,2.0,9.0
proves,0.0,2.0,0.0
atom,0.0,2.0,0.0
teacups,0.0,2.0,0.0
wonderland,0.0,2.0,0.0
daisies,0.0,1.0,0.0
field,0.0,1.0,3.0
fortunately,0.0,1.0,2.0
pop,0.0,1.0,0.0
maps,0.0,1.0,0.0
pegs,0.0,1.0,0.0
labelled,0.0,1.0,0.0
marmalade,0.0,1.0,0.0
killing,0.0,1.0,0.0
schoolroom,0.0,1.0,0.0
distancebut,0.0,1.0,0.0
downward,0.0,1.0,0.0
antipathies,0.0,1.0,0.0
ma'am,0.0,1.0,8.0
zealand,0.0,1.0,0.0
australia,0.0,1.0,0.0
curtsey,0.0,1.0,0.0
spokefancy,0.0,1.0,0.0
curtseying,0.0,1.0,0.0
dreamy,0.0,1.0,0.0
dozing,0.0,1.0,0.0
sticks,0.0,1.0,0.0
curtain,0.0,1.0,0.0
lock,0.0,1.0,1.0
fitted,0.0,1.0,6.0
rat,0.0,1.0,0.0
loveliest,0.0,1.0,1.0
telescopes,0.0,1.0,0.0
histories,0.0,1.0,1.0
burnt,0.0,1.0,1.0
eaten,0.0,1.0,0.0
poker,0.0,1.0,0.0
bleeds,0.0,1.0,0.0
disagree,0.0,1.0,0.0
cherry,0.0,1.0,0.0
tart,0.0,1.0,0.0
custard,0.0,1.0,0.0
pine,0.0,1.0,0.0
roast,0.0,1.0,0.0
turkey,0.0,1.0,0.0
toffee,0.0,1.0,0.0
buttered,0.0,1.0,0.0
toast,0.0,1.0,0.0
flame,0.0,1.0,0.0
plainly,0.0,1.0,6.0
slippery,0.0,1.0,0.0
advise,0.0,1.0,8.0
seldom,0.0,1.0,10.0
cheated,0.0,1.0,0.0
pretending,0.0,1.0,3.0
respectable,0.0,1.0,14.0
currants,0.0,1.0,0.0
eats,0.0,1.0,0.0
stockings,0.0,1.0,1.0
canbut,0.0,1.0,0.0
planning,0.0,1.0,2.0
carrier,0.0,1.0,0.0
esq,0.0,1.0,1.0
hearthrug,0.0,1.0,0.0
shedding,0.0,1.0,0.0
gallons,0.0,1.0,0.0
reaching,0.0,1.0,3.0
splendidly,0.0,1.0,0.0
skurried,0.0,1.0,0.0
fanning,0.0,1.0,0.0
puzzle,0.0,1.0,2.0
ada,0.0,1.0,0.0
thirteen,0.0,1.0,1.0
multiplication,0.0,1.0,0.0
signify,0.0,1.0,3.0
geography,0.0,1.0,0.0
london,0.0,1.0,55.0
rome,0.0,1.0,0.0
